AÑO,MES,UBIGEO_HECHO,DPTO_HECHO,PROV_HECHO,DIST_HECHO,SEXO,RANGO_EDAD,NACIONALIDAD,CANTIDAD
2020,11,80108,CUSCO,CUSCO,WANCHAQ,F,30-59 AÑOS,PERÚ,1
2020,12,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,M,30-59 AÑOS,PERÚ,2
2023,8,200101,PIURA,PIURA,PIURA,M,12-17 AÑOS,PERÚ,4
2025,1,90118,HUANCAVELICA,HUANCAVELICA,ASCENSION,F,12-17 AÑOS,PERÚ,1
2024,8,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,18-29 AÑOS,PERÚ,5
2020,2,240301,TUMBES,ZARUMILLA,ZARUMILLA,M,30-59 AÑOS,PERÚ,1
2021,4,110101,ICA,ICA,ICA,M,30-59 AÑOS,PERÚ,1
2020,10,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,F,30-59 AÑOS,VENEZUELA,1
2021,6,21801,ÁNCASH,SANTA,CHIMBOTE,M,60 A MAS AÑOS,PERÚ,2
2021,3,150131,LIMA METROPOLITANA,LIMA,SAN ISIDRO,F,12-17 AÑOS,CUBA,1
2024,4,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,F,6-11 AÑOS,PERÚ,1
2022,11,20601,ÁNCASH,CARHUAZ,CARHUAZ,M,30-59 AÑOS,PERÚ,1
2020,10,10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,F,60 A MAS AÑOS,PERÚ,1
2021,4,80902,CUSCO,LA CONVENCION,ECHARATE,F,0-5 AÑOS,PERÚ,1
2019,4,220901,SAN MARTÍN,SAN MARTIN,TARAPOTO,F,12-17 AÑOS,PERÚ,3
2024,11,150103,LIMA METROPOLITANA,LIMA,ATE,F,30-59 AÑOS,PERÚ,3
2019,8,110101,ICA,ICA,ICA,M,18-29 AÑOS,PERÚ,4
2019,10,150101,LIMA METROPOLITANA,LIMA,LIMA,F,,PERÚ,2
2021,9,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,M,6-11 AÑOS,PERÚ,1
2024,11,150141,LIMA METROPOLITANA,LIMA,SURQUILLO,F,6-11 AÑOS,PERÚ,2
2020,5,150501,REGIÓN LIMA,CAÑETE,SAN VICENTE DE CAÑETE,M,12-17 AÑOS,PERÚ,2
2023,2,100604,HUÁNUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,F,12-17 AÑOS,PERÚ,1
2023,6,230102,TACNA,TACNA,ALTO DE LA ALIANZA,M,60 A MAS AÑOS,PERÚ,1
2023,8,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,F,12-17 AÑOS,PERÚ,8
2020,10,50101,AYACUCHO,HUAMANGA,AYACUCHO,F,18-29 AÑOS,PERÚ,1
2022,11,100901,HUÁNUCO,PUERTO INCA,PUERTO INCA,F,12-17 AÑOS,PERÚ,1
2021,11,150110,LIMA METROPOLITANA,LIMA,COMAS,M,60 A MAS AÑOS,PERÚ,1
2021,5,150601,REGIÓN LIMA,HUARAL,HUARAL,M,18-29 AÑOS,PERÚ,1
2023,9,150107,LIMA METROPOLITANA,LIMA,CHACLACAYO,F,12-17 AÑOS,PERÚ,1
2022,8,30101,APURIMAC,ABANCAY,ABANCAY,M,12-17 AÑOS,PERÚ,1
2019,9,100101,HUÁNUCO,HUANUCO,HUANUCO,M,12-17 AÑOS,PERÚ,2
2020,10,40123,AREQUIPA,AREQUIPA,TIABAYA,M,18-29 AÑOS,PERÚ,1
2019,11,170103,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,F,12-17 AÑOS,PERÚ,1
2020,11,70105,CALLAO,CALLAO,LA PUNTA,F,18-29 AÑOS,PERÚ,1
2024,10,150103,LIMA METROPOLITANA,LIMA,ATE,F,60 A MAS AÑOS,PERÚ,1
2020,8,140312,LAMBAYEQUE,LAMBAYEQUE,TUCUME,F,12-17 AÑOS,PERÚ,1
2024,1,130104,LA LIBERTAD,TRUJILLO,HUANCHACO,F,12-17 AÑOS,PERÚ,2
2023,7,130704,LA LIBERTAD,PACASMAYO,PACASMAYO,F,12-17 AÑOS,PERÚ,1
2019,8,230101,TACNA,TACNA,TACNA,F,12-17 AÑOS,PERÚ,10
2019,5,80105,CUSCO,CUSCO,SAN SEBASTIAN,M,,PERÚ,1
2020,8,160301,LORETO,LORETO,NAUTA,F,12-17 AÑOS,PERÚ,3
2021,2,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,F,12-17 AÑOS,PERÚ,3
2024,2,220105,SAN MARTÍN,MOYOBAMBA,SORITOR,F,12-17 AÑOS,PERÚ,1
2023,5,120107,JUNÍN,HUANCAYO,CHILCA,M,18-29 AÑOS,PERÚ,3
2020,3,120114,JUNÍN,HUANCAYO,EL TAMBO,M,60 A MAS AÑOS,PERÚ,1
2024,1,150109,LIMA METROPOLITANA,LIMA,CIENEGUILLA,M,12-17 AÑOS,PERÚ,1
2021,12,250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,M,60 A MAS AÑOS,PERÚ,2
2021,10,80107,CUSCO,CUSCO,SAYLLA,M,30-59 AÑOS,PERÚ,1
2022,8,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,60 A MAS AÑOS,PERÚ,1
2023,1,150103,LIMA METROPOLITANA,LIMA,ATE,M,30-59 AÑOS,PERÚ,4
2024,3,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,M,18-29 AÑOS,PERÚ,1
2024,7,81001,CUSCO,PARURO,PARURO,F,30-59 AÑOS,PERÚ,1
2019,9,30506,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,M,30-59 AÑOS,PERÚ,1
2025,7,150601,REGIÓN LIMA,HUARAL,HUARAL,M,60 A MAS AÑOS,PERÚ,1
2024,1,50406,AYACUCHO,HUANTA,SANTILLANA,F,12-17 AÑOS,PERÚ,1
2021,1,140103,LAMBAYEQUE,CHICLAYO,ETEN,F,18-29 AÑOS,PERÚ,1
2023,10,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,F,30-59 AÑOS,PERÚ,3
2019,3,140303,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,F,12-17 AÑOS,PERÚ,2
2021,5,200210,PIURA,AYABACA,SUYO,F,12-17 AÑOS,PERÚ,1
2025,7,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,F,60 A MAS AÑOS,PERÚ,1
2021,8,130402,LA LIBERTAD,CHEPEN,PACANGA,F,12-17 AÑOS,PERÚ,1
2019,7,40104,AREQUIPA,AREQUIPA,CERRO COLORADO,F,12-17 AÑOS,PERÚ,8
2021,8,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,F,30-59 AÑOS,PERÚ,1
2025,5,120101,JUNÍN,HUANCAYO,HUANCAYO,F,12-17 AÑOS,PERÚ,1
2023,9,190109,PASCO,PASCO,SIMON BOLIVAR,F,12-17 AÑOS,PERÚ,1
2024,11,200115,PIURA,PIURA,26 DE OCTUBRE,F,30-59 AÑOS,PERÚ,2
2019,2,60409,CAJAMARCA,CHOTA,HUAMBOS,M,,PERÚ,1
2021,6,110207,ICA,CHINCHA,PUEBLO NUEVO,F,18-29 AÑOS,PERÚ,2
2021,2,211303,PUNO,YUNGUYO,COPANI,F,12-17 AÑOS,PERÚ,1
2024,5,230101,TACNA,TACNA,TACNA,F,12-17 AÑOS,PERÚ,3
2019,1,150201,REGIÓN LIMA,BARRANCA,BARRANCA,M,30-59 AÑOS,PERÚ,1
2020,5,140113,LAMBAYEQUE,CHICLAYO,REQUE,F,12-17 AÑOS,PERÚ,1
2021,6,100101,HUÁNUCO,HUANUCO,HUANUCO,M,30-59 AÑOS,PERÚ,2
2019,8,140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,F,6-11 AÑOS,PERÚ,1
2024,9,150101,LIMA METROPOLITANA,LIMA,LIMA,M,30-59 AÑOS,VENEZUELA,1
2019,6,100201,HUÁNUCO,AMBO,AMBO,M,60 A MAS AÑOS,PERÚ,1
2022,10,150130,LIMA METROPOLITANA,LIMA,SAN BORJA,F,18-29 AÑOS,PERÚ,1
2022,5,70101,CALLAO,CALLAO,CALLAO,M,6-11 AÑOS,PERÚ,1
2025,1,200115,PIURA,PIURA,26 DE OCTUBRE,F,12-17 AÑOS,PERÚ,8
2019,2,30101,APURIMAC,ABANCAY,ABANCAY,F,12-17 AÑOS,PERÚ,10
2022,11,80910,CUSCO,LA CONVENCION,PICHARI,F,6-11 AÑOS,PERÚ,1
2019,2,120101,JUNÍN,HUANCAYO,HUANCAYO,F,12-17 AÑOS,PERÚ,4
2022,12,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,18-29 AÑOS,VENEZUELA,1
2019,6,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,F,18-29 AÑOS,PERÚ,5
2023,5,160112,LORETO,MAYNAS,BELEN,F,18-29 AÑOS,PERÚ,1
2021,11,140205,LAMBAYEQUE,FERREÑAFE,PITIPO,M,12-17 AÑOS,PERÚ,1
2022,8,80104,CUSCO,CUSCO,SAN JERONIMO,M,30-59 AÑOS,PERÚ,2
2020,4,80101,CUSCO,CUSCO,CUSCO,M,18-29 AÑOS,PERÚ,1
2023,1,150101,LIMA METROPOLITANA,LIMA,LIMA,M,18-29 AÑOS,PERÚ,2
2025,3,80106,CUSCO,CUSCO,SANTIAGO,F,0-5 AÑOS,PERÚ,1
2022,2,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,18-29 AÑOS,PERÚ,1
2019,5,200601,PIURA,SULLANA,SULLANA,M,12-17 AÑOS,VENEZUELA,1
2021,5,220910,SAN MARTÍN,SAN MARTIN,MORALES,M,12-17 AÑOS,PERÚ,1
2019,8,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,M,18-29 AÑOS,PERÚ,2
2024,3,100507,HUÁNUCO,HUAMALIES,MONZON,M,30-59 AÑOS,PERÚ,1
2024,8,150101,LIMA METROPOLITANA,LIMA,LIMA,M,6-11 AÑOS,PERÚ,2
2025,7,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,M,30-59 AÑOS,VENEZUELA,1
2021,8,81205,CUSCO,QUISPICANCHI,CCATCA,F,12-17 AÑOS,PERÚ,2
2019,11,190301,PASCO,OXAPAMPA,OXAPAMPA,F,12-17 AÑOS,PERÚ,3
2019,12,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,M,30-59 AÑOS,PERÚ,5
2024,6,210101,PUNO,PUNO,PUNO,M,12-17 AÑOS,PERÚ,3
2023,3,40208,AREQUIPA,CAMANA,SAMUEL PASTOR,F,12-17 AÑOS,PERÚ,1
2022,4,80401,CUSCO,CALCA,CALCA,F,12-17 AÑOS,PERÚ,3
2025,5,200114,PIURA,PIURA,TAMBO GRANDE,F,12-17 AÑOS,PERÚ,2
2019,3,40122,AREQUIPA,AREQUIPA,SOCABAYA,M,6-11 AÑOS,PERÚ,1
2019,3,21809,ÁNCASH,SANTA,NUEVO CHIMBOTE,M,30-59 AÑOS,PERÚ,1
2021,6,131001,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,M,30-59 AÑOS,PERÚ,1
2025,5,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,F,12-17 AÑOS,PERÚ,5
2021,5,250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,M,12-17 AÑOS,PERÚ,2
2019,4,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,M,12-17 AÑOS,PERÚ,1
2019,10,80604,CUSCO,CANCHIS,MARANGANI,F,12-17 AÑOS,PERÚ,1
2024,5,80301,CUSCO,ANTA,ANTA,F,12-17 AÑOS,PERÚ,1
2019,2,50403,AYACUCHO,HUANTA,HUAMANGUILLA,M,30-59 AÑOS,PERÚ,1
2024,4,120101,JUNÍN,HUANCAYO,HUANCAYO,M,30-59 AÑOS,PERÚ,4
2023,10,80910,CUSCO,LA CONVENCION,PICHARI,F,12-17 AÑOS,PERÚ,2
2024,8,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,M,12-17 AÑOS,PERÚ,2
2022,4,220802,SAN MARTÍN,RIOJA,AWAJUN,M,30-59 AÑOS,PERÚ,1
2024,1,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,M,18-29 AÑOS,PERÚ,2
2025,1,221001,SAN MARTÍN,TOCACHE,TOCACHE,F,12-17 AÑOS,PERÚ,1
2023,3,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,F,18-29 AÑOS,PERÚ,1
2022,7,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,M,12-17 AÑOS,PERÚ,2
2019,1,130704,LA LIBERTAD,PACASMAYO,PACASMAYO,F,12-17 AÑOS,PERÚ,2
2024,6,40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,M,18-29 AÑOS,PERÚ,1
2019,12,150114,LIMA METROPOLITANA,LIMA,LA MOLINA,F,18-29 AÑOS,PERÚ,1
2022,3,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,M,18-29 AÑOS,PERÚ,3
2024,10,150107,LIMA METROPOLITANA,LIMA,CHACLACAYO,F,12-17 AÑOS,PERÚ,2
2019,5,80201,CUSCO,ACOMAYO,ACOMAYO,M,12-17 AÑOS,PERÚ,1
2021,3,200407,PIURA,MORROPON,SAN JUAN DE BIGOTE,M,60 A MAS AÑOS,PERÚ,1
2019,8,80301,CUSCO,ANTA,ANTA,F,12-17 AÑOS,PERÚ,1
2019,8,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,M,30-59 AÑOS,PERÚ,4
2019,1,80901,CUSCO,LA CONVENCION,SANTA ANA,F,12-17 AÑOS,PERÚ,3
2019,5,200405,PIURA,MORROPON,MORROPON,M,12-17 AÑOS,PERÚ,1
2021,6,61202,CAJAMARCA,SAN PABLO,SAN BERNARDINO,F,12-17 AÑOS,PERÚ,1
2022,3,80701,CUSCO,CHUMBIVILCAS,SANTO TOMAS,M,30-59 AÑOS,PERÚ,1
2020,11,150120,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,F,18-29 AÑOS,PERÚ,1
2024,11,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,6-11 AÑOS,PERÚ,1
2021,11,220803,SAN MARTÍN,RIOJA,ELIAS SOPLIN VARGAS,M,18-29 AÑOS,PERÚ,1
2025,3,40802,AREQUIPA,LA UNION,ALCA,M,30-59 AÑOS,PERÚ,1
2023,2,40112,AREQUIPA,AREQUIPA,PAUCARPATA,F,60 A MAS AÑOS,PERÚ,1
2023,5,150116,LIMA METROPOLITANA,LIMA,LINCE,F,18-29 AÑOS,PERÚ,1
2023,2,40103,AREQUIPA,AREQUIPA,CAYMA,M,30-59 AÑOS,PERÚ,2
2020,7,80105,CUSCO,CUSCO,SAN SEBASTIAN,M,18-29 AÑOS,PERÚ,2
2024,7,150805,REGIÓN LIMA,HUAURA,HUALMAY,F,12-17 AÑOS,PERÚ,1
2021,10,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,F,18-29 AÑOS,PERÚ,3
2025,1,131202,LA LIBERTAD,VIRU,CHAO,F,12-17 AÑOS,PERÚ,5
2023,5,150119,LIMA METROPOLITANA,LIMA,LURIN,F,60 A MAS AÑOS,PERÚ,2
2025,6,80901,CUSCO,LA CONVENCION,SANTA ANA,F,12-17 AÑOS,PERÚ,1
2019,3,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,M,12-17 AÑOS,PERÚ,3
2024,6,160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,F,60 A MAS AÑOS,PERÚ,1
2023,1,61005,CAJAMARCA,SAN MARCOS,ICHOCAN,F,12-17 AÑOS,PERÚ,1
2025,7,110501,ICA,PISCO,PISCO,M,12-17 AÑOS,PERÚ,1
2024,7,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,M,12-17 AÑOS,PERÚ,2
2024,5,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,F,18-29 AÑOS,PERÚ,6
2023,5,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,M,12-17 AÑOS,PERÚ,2
2025,1,150130,LIMA METROPOLITANA,LIMA,SAN BORJA,M,30-59 AÑOS,PERÚ,1
2025,5,80101,CUSCO,CUSCO,CUSCO,M,30-59 AÑOS,PERÚ,4
2023,8,120101,JUNÍN,HUANCAYO,HUANCAYO,F,6-11 AÑOS,PERÚ,1
2020,8,150501,REGIÓN LIMA,CAÑETE,SAN VICENTE DE CAÑETE,M,12-17 AÑOS,PERÚ,1
2022,8,130207,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,F,12-17 AÑOS,VENEZUELA,1
2021,5,240101,TUMBES,TUMBES,TUMBES,F,12-17 AÑOS,PERÚ,4
2021,7,60601,CAJAMARCA,CUTERVO,CUTERVO,F,18-29 AÑOS,PERÚ,1
2020,6,140118,LAMBAYEQUE,CHICLAYO,POMALCA,F,12-17 AÑOS,PERÚ,1
2024,10,30601,APURIMAC,CHINCHEROS,CHINCHEROS,F,12-17 AÑOS,PERÚ,1
2021,1,230101,TACNA,TACNA,TACNA,M,12-17 AÑOS,PERÚ,1
2022,9,50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,M,12-17 AÑOS,PERÚ,2
2022,6,120304,JUNÍN,CHANCHAMAYO,SAN LUIS DE SHUARO,F,12-17 AÑOS,PERÚ,1
2021,9,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,F,18-29 AÑOS,PERÚ,2
2022,11,140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,F,12-17 AÑOS,PERÚ,2
2021,3,100101,HUÁNUCO,HUANUCO,HUANUCO,F,18-29 AÑOS,PERÚ,1
2021,2,210101,PUNO,PUNO,PUNO,F,12-17 AÑOS,PERÚ,6
2019,5,110101,ICA,ICA,ICA,M,18-29 AÑOS,PERÚ,1
2025,3,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,30-59 AÑOS,PERÚ,1
2021,1,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,F,12-17 AÑOS,PERÚ,14
2022,4,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,F,12-17 AÑOS,PERÚ,2
2023,7,150203,REGIÓN LIMA,BARRANCA,PATIVILCA,F,12-17 AÑOS,PERÚ,1
2019,9,70106,CALLAO,CALLAO,VENTANILLA,M,18-29 AÑOS,PERÚ,1
2024,11,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,M,6-11 AÑOS,PERÚ,3
2020,7,80106,CUSCO,CUSCO,SANTIAGO,M,60 A MAS AÑOS,PERÚ,2
2024,9,40414,AREQUIPA,CASTILLA,VIRACO,M,60 A MAS AÑOS,PERÚ,1
2020,5,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,F,12-17 AÑOS,PERÚ,4
2021,2,81210,CUSCO,QUISPICANCHI,OCONGATE,F,18-29 AÑOS,PERÚ,1
2020,7,140120,LAMBAYEQUE,CHICLAYO,TUMAN,M,12-17 AÑOS,PERÚ,1
2023,10,220301,SAN MARTÍN,EL DORADO,SAN JOSE DE SISA,F,12-17 AÑOS,PERÚ,1
2020,2,200109,PIURA,PIURA,LA ARENA,F,18-29 AÑOS,PERÚ,1
2022,9,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,F,60 A MAS AÑOS,PERÚ,2
2022,4,120607,JUNÍN,SATIPO,RIO NEGRO,M,12-17 AÑOS,PERÚ,1
2020,9,40103,AREQUIPA,AREQUIPA,CAYMA,F,18-29 AÑOS,PERÚ,1
2020,1,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,F,18-29 AÑOS,VENEZUELA,1
2025,4,150128,LIMA METROPOLITANA,LIMA,RIMAC,M,12-17 AÑOS,PERÚ,2
2019,8,81208,CUSCO,QUISPICANCHI,LUCRE,F,12-17 AÑOS,PERÚ,1
2019,11,110506,ICA,PISCO,SAN ANDRES,F,12-17 AÑOS,PERÚ,1
2019,10,160101,LORETO,MAYNAS,IQUITOS,M,30-59 AÑOS,PERÚ,1
2019,9,80205,CUSCO,ACOMAYO,POMACANCHI,M,18-29 AÑOS,PERÚ,1
2019,3,150128,LIMA METROPOLITANA,LIMA,RIMAC,M,12-17 AÑOS,PERÚ,4
2020,11,250302,UCAYALI,PADRE ABAD,IRAZOLA,M,30-59 AÑOS,PERÚ,1
2022,10,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,F,12-17 AÑOS,PERÚ,2
2020,6,120114,JUNÍN,HUANCAYO,EL TAMBO,M,12-17 AÑOS,PERÚ,2
2022,1,120107,JUNÍN,HUANCAYO,CHILCA,M,12-17 AÑOS,PERÚ,1
2023,5,200101,PIURA,PIURA,PIURA,M,12-17 AÑOS,PERÚ,1
2020,11,210605,PUNO,HUANCANE,PUSI,F,18-29 AÑOS,PERÚ,1
2023,4,150107,LIMA METROPOLITANA,LIMA,CHACLACAYO,F,12-17 AÑOS,PERÚ,2
2023,8,70106,CALLAO,CALLAO,VENTANILLA,M,30-59 AÑOS,PERÚ,1
2024,11,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,M,12-17 AÑOS,PERÚ,2
2020,11,200201,PIURA,AYABACA,AYABACA,M,18-29 AÑOS,PERÚ,1
2021,12,100602,HUÁNUCO,LEONCIO PRADO,DANIEL ALOMIAS ROBLES,F,12-17 AÑOS,PERÚ,1
2021,12,80105,CUSCO,CUSCO,SAN SEBASTIAN,F,12-17 AÑOS,PERÚ,2
2019,3,150119,LIMA METROPOLITANA,LIMA,LURIN,M,18-29 AÑOS,PERÚ,1
2019,5,120604,JUNÍN,SATIPO,MAZAMARI,M,6-11 AÑOS,PERÚ,1
2022,2,21801,ÁNCASH,SANTA,CHIMBOTE,F,12-17 AÑOS,PERÚ,2
2022,3,40104,AREQUIPA,AREQUIPA,CERRO COLORADO,M,30-59 AÑOS,VENEZUELA,1
2024,1,120101,JUNÍN,HUANCAYO,HUANCAYO,F,18-29 AÑOS,PERÚ,1
2023,10,150144,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,M,18-29 AÑOS,PERÚ,1
2025,4,150130,LIMA METROPOLITANA,LIMA,SAN BORJA,F,18-29 AÑOS,PERÚ,1
2023,8,211101,PUNO,SAN ROMAN,JULIACA,M,30-59 AÑOS,PERÚ,1
2022,5,150101,LIMA METROPOLITANA,LIMA,LIMA,M,12-17 AÑOS,PERÚ,1
2021,5,21803,ÁNCASH,SANTA,COISHCO,M,12-17 AÑOS,PERÚ,1
2023,5,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,F,12-17 AÑOS,PERÚ,9
2024,10,40110,AREQUIPA,AREQUIPA,MIRAFLORES,F,12-17 AÑOS,VENEZUELA,1
2022,1,70101,CALLAO,CALLAO,CALLAO,F,18-29 AÑOS,VENEZUELA,1
2022,5,21301,ÁNCASH,MARISCAL LUZURIAGA,PISCOBAMBA,F,12-17 AÑOS,PERÚ,1
2022,12,200601,PIURA,SULLANA,SULLANA,F,12-17 AÑOS,PERÚ,1
2022,3,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,F,12-17 AÑOS,PERÚ,7
2022,5,30101,APURIMAC,ABANCAY,ABANCAY,M,12-17 AÑOS,PERÚ,1
2022,1,150116,LIMA METROPOLITANA,LIMA,LINCE,F,12-17 AÑOS,PERÚ,1
2025,7,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,M,12-17 AÑOS,PERÚ,1
2021,4,120701,JUNÍN,TARMA,TARMA,M,12-17 AÑOS,PERÚ,1
2024,5,150128,LIMA METROPOLITANA,LIMA,RIMAC,F,30-59 AÑOS,PERÚ,1
2019,1,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,M,,PERÚ,1
2020,3,110501,ICA,PISCO,PISCO,F,12-17 AÑOS,PERÚ,5
2023,1,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,12-17 AÑOS,PERÚ,2
2022,12,120810,JUNÍN,YAULI,YAULI,M,30-59 AÑOS,PERÚ,1
2023,1,140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,F,30-59 AÑOS,PERÚ,1
2019,3,150801,REGIÓN LIMA,HUAURA,HUACHO,M,6-11 AÑOS,PERÚ,1
2025,1,20301,ÁNCASH,ANTONIO RAYMONDI,LLAMELLIN,F,12-17 AÑOS,PERÚ,1
2024,8,110101,ICA,ICA,ICA,M,18-29 AÑOS,PERÚ,1
2019,2,170204,MADRE DE DIOS,MANU,HUEPETUHE,M,12-17 AÑOS,PERÚ,1
2019,3,60310,CAJAMARCA,CELENDIN,SUCRE,F,12-17 AÑOS,PERÚ,1
2022,7,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,F,12-17 AÑOS,PERÚ,1
2020,9,100111,HUÁNUCO,HUANUCO,PILLCO MARCA,F,18-29 AÑOS,PERÚ,1
2024,12,120604,JUNÍN,SATIPO,MAZAMARI,F,12-17 AÑOS,PERÚ,2
2022,5,100801,HUÁNUCO,PACHITEA,PANAO,F,12-17 AÑOS,PERÚ,2
2019,8,150113,LIMA METROPOLITANA,LIMA,JESUS MARIA,M,18-29 AÑOS,ESTADOS UNIDOS,1
2025,4,10601,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,F,12-17 AÑOS,PERÚ,1
2019,8,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,M,18-29 AÑOS,PERÚ,1
2024,7,200304,PIURA,HUANCABAMBA,HUARMACA,M,12-17 AÑOS,PERÚ,1
2022,6,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,F,30-59 AÑOS,PERÚ,1
2020,11,120301,JUNÍN,CHANCHAMAYO,CHANCHAMAYO,F,18-29 AÑOS,PERÚ,1
2023,11,120107,JUNÍN,HUANCAYO,CHILCA,F,6-11 AÑOS,PERÚ,1
2024,4,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,F,30-59 AÑOS,PERÚ,1
2021,7,100902,HUÁNUCO,PUERTO INCA,CODO DEL POZUZO,F,12-17 AÑOS,PERÚ,1
2019,3,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,M,18-29 AÑOS,VENEZUELA,1
2020,3,110112,ICA,ICA,SUBTANJALLA,F,30-59 AÑOS,PERÚ,1
2024,8,21801,ÁNCASH,SANTA,CHIMBOTE,F,18-29 AÑOS,PERÚ,1
2022,11,70101,CALLAO,CALLAO,CALLAO,F,18-29 AÑOS,PERÚ,4
2023,11,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,30-59 AÑOS,PERÚ,3
2020,3,100604,HUÁNUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,F,12-17 AÑOS,PERÚ,4
2021,11,100201,HUÁNUCO,AMBO,AMBO,F,18-29 AÑOS,PERÚ,1
2020,9,40107,AREQUIPA,AREQUIPA,JACOBO HUNTER,F,30-59 AÑOS,PERÚ,2
2023,4,150101,LIMA METROPOLITANA,LIMA,LIMA,F,30-59 AÑOS,PERÚ,4
2024,2,220909,SAN MARTÍN,SAN MARTIN,LA BANDA DE SHILCAYO,M,30-59 AÑOS,PERÚ,1
2021,2,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,F,12-17 AÑOS,PERÚ,1
2024,5,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,18-29 AÑOS,PERÚ,1
2019,7,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,12-17 AÑOS,PERÚ,1
