AÑO,MES,UBIGEO_HECHO,DPTO_HECHO,PROV_HECHO,DIST_HECHO,SEXO,RANGO_EDAD,NACIONALIDAD,CANTIDAD
2024,11,211101,PUNO,SAN ROMAN,JULIACA,F,12-17 AÑOS,PERÚ,8
2022,9,40110,AREQUIPA,AREQUIPA,MIRAFLORES,M,12-17 AÑOS,PERÚ,1
2020,6,30605,APURIMAC,CHINCHEROS,OCOBAMBA,M,30-59 AÑOS,PERÚ,1
2019,8,80101,CUSCO,CUSCO,CUSCO,M,18-29 AÑOS,PERÚ,3
2023,11,150123,LIMA METROPOLITANA,LIMA,PACHACAMAC,F,18-29 AÑOS,PERÚ,1
2021,7,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,M,18-29 AÑOS,PERÚ,3
2019,8,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,18-29 AÑOS,PERÚ,5
2020,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,12-17 AÑOS,VENEZUELA,1
2020,11,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,F,12-17 AÑOS,PERÚ,3
2021,8,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,60 A MAS AÑOS,PERÚ,1
2021,5,140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,F,12-17 AÑOS,PERÚ,1
2025,6,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,F,0-5 AÑOS,PERÚ,1
2023,9,120125,JUNÍN,HUANCAYO,PILCOMAYO,F,12-17 AÑOS,PERÚ,1
2022,3,130106,LA LIBERTAD,TRUJILLO,LAREDO,F,30-59 AÑOS,PERÚ,1
2024,9,150130,LIMA METROPOLITANA,LIMA,SAN BORJA,M,30-59 AÑOS,PERÚ,1
2020,7,131101,LA LIBERTAD,GRAN CHIMU,CASCAS,F,12-17 AÑOS,PERÚ,1
2025,1,211101,PUNO,SAN ROMAN,JULIACA,F,30-59 AÑOS,PERÚ,2
2019,5,50101,AYACUCHO,HUAMANGA,AYACUCHO,M,6-11 AÑOS,PERÚ,3
2024,5,80101,CUSCO,CUSCO,CUSCO,M,18-29 AÑOS,PERÚ,2
2020,10,40102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,M,60 A MAS AÑOS,PERÚ,1
2025,1,70106,CALLAO,CALLAO,VENTANILLA,F,30-59 AÑOS,PERÚ,1
2020,12,150101,LIMA METROPOLITANA,LIMA,LIMA,M,12-17 AÑOS,VENEZUELA,1
2019,9,150101,LIMA METROPOLITANA,LIMA,LIMA,M,30-59 AÑOS,CHILE,1
2020,7,110109,ICA,ICA,SAN JOSE DE LOS MOLINOS,M,12-17 AÑOS,PERÚ,1
2024,7,150110,LIMA METROPOLITANA,LIMA,COMAS,M,30-59 AÑOS,PERÚ,3
2023,10,120212,JUNÍN,CONCEPCION,NUEVE DE JULIO,F,12-17 AÑOS,PERÚ,1
2022,8,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,F,30-59 AÑOS,PERÚ,4
2023,11,150120,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,F,18-29 AÑOS,PERÚ,1
2019,8,200114,PIURA,PIURA,TAMBO GRANDE,F,12-17 AÑOS,PERÚ,2
2022,11,80405,CUSCO,CALCA,PISAC,M,6-11 AÑOS,PERÚ,1
2019,5,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,M,30-59 AÑOS,PERÚ,1
2019,8,210203,PUNO,AZANGARO,ARAPA,F,12-17 AÑOS,PERÚ,1
2023,9,210101,PUNO,PUNO,PUNO,M,12-17 AÑOS,PERÚ,2
2019,1,40706,AREQUIPA,ISLAY,PUNTA DE BOMBON,M,12-17 AÑOS,PERÚ,2
2019,9,81303,CUSCO,URUBAMBA,HUAYLLABAMBA,M,,PERÚ,1
2023,7,190101,PASCO,PASCO,CHAUPIMARCA,F,12-17 AÑOS,PERÚ,2
2019,4,160301,LORETO,LORETO,NAUTA,F,12-17 AÑOS,PERÚ,1
2021,3,150101,LIMA METROPOLITANA,LIMA,LIMA,F,30-59 AÑOS,PERÚ,4
2020,12,101007,HUÁNUCO,LAURICOCHA,SAN MIGUEL DE CAURI,F,12-17 AÑOS,PERÚ,1
2023,1,50701,AYACUCHO,PARINACOCHAS,CORACORA,F,12-17 AÑOS,PERÚ,1
2022,1,30608,APURIMAC,CHINCHEROS,RANRACANCHA,F,12-17 AÑOS,PERÚ,1
2022,1,120114,JUNÍN,HUANCAYO,EL TAMBO,M,12-17 AÑOS,PERÚ,2
2022,3,21809,ÁNCASH,SANTA,NUEVO CHIMBOTE,M,18-29 AÑOS,PERÚ,1
2021,7,60111,CAJAMARCA,CAJAMARCA,NAMORA,F,12-17 AÑOS,PERÚ,1
2020,10,80604,CUSCO,CANCHIS,MARANGANI,F,12-17 AÑOS,PERÚ,1
2020,6,160605,LORETO,UCAYALI,SARAYACU,F,12-17 AÑOS,PERÚ,1
2022,8,50401,AYACUCHO,HUANTA,HUANTA,M,12-17 AÑOS,PERÚ,2
2019,3,120304,JUNÍN,CHANCHAMAYO,SAN LUIS DE SHUARO,M,12-17 AÑOS,PERÚ,1
2019,4,100604,HUÁNUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,F,12-17 AÑOS,PERÚ,1
2020,4,110101,ICA,ICA,ICA,F,,PERÚ,1
2022,7,100101,HUÁNUCO,HUANUCO,HUANUCO,M,12-17 AÑOS,PERÚ,1
2020,2,100803,HUÁNUCO,PACHITEA,MOLINO,F,12-17 AÑOS,PERÚ,1
2023,11,140201,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,M,30-59 AÑOS,PERÚ,1
2021,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,30-59 AÑOS,PERÚ,2
2022,11,120601,JUNÍN,SATIPO,SATIPO,F,30-59 AÑOS,PERÚ,1
2024,7,30201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,M,12-17 AÑOS,PERÚ,1
2022,1,60409,CAJAMARCA,CHOTA,HUAMBOS,F,12-17 AÑOS,PERÚ,1
2019,11,130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,M,12-17 AÑOS,PERÚ,1
2021,6,40112,AREQUIPA,AREQUIPA,PAUCARPATA,F,18-29 AÑOS,PERÚ,1
2022,2,40128,AREQUIPA,AREQUIPA,YURA,F,18-29 AÑOS,PERÚ,2
2023,5,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,F,60 A MAS AÑOS,VENEZUELA,1
2021,9,90102,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,M,0-5 AÑOS,PERÚ,1
2025,5,250201,UCAYALI,ATALAYA,RAYMONDI,M,30-59 AÑOS,PERÚ,1
2021,4,110506,ICA,PISCO,SAN ANDRES,M,18-29 AÑOS,PERÚ,3
2020,3,60601,CAJAMARCA,CUTERVO,CUTERVO,M,0-5 AÑOS,PERÚ,1
2024,12,130703,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,F,12-17 AÑOS,PERÚ,1
2021,3,150103,LIMA METROPOLITANA,LIMA,ATE,F,18-29 AÑOS,PERÚ,4
2021,7,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,M,12-17 AÑOS,PERÚ,6
2022,4,210201,PUNO,AZANGARO,AZANGARO,M,60 A MAS AÑOS,PERÚ,1
2020,8,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,F,,PERÚ,1
2021,8,200104,PIURA,PIURA,CASTILLA,F,12-17 AÑOS,PERÚ,4
2023,6,120305,JUNÍN,CHANCHAMAYO,SAN RAMON,M,12-17 AÑOS,PERÚ,1
2021,3,200406,PIURA,MORROPON,SALITRAL,F,30-59 AÑOS,PERÚ,1
2024,5,150120,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,F,30-59 AÑOS,PERÚ,1
2020,1,150109,LIMA METROPOLITANA,LIMA,CIENEGUILLA,F,18-29 AÑOS,VENEZUELA,1
2021,12,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,6-11 AÑOS,PERÚ,1
2024,10,180303,MOQUEGUA,ILO,PACOCHA,M,18-29 AÑOS,PERÚ,1
2024,4,160108,LORETO,MAYNAS,PUNCHANA,M,60 A MAS AÑOS,PERÚ,1
2020,4,230101,TACNA,TACNA,TACNA,F,12-17 AÑOS,PERÚ,2
2019,3,120107,JUNÍN,HUANCAYO,CHILCA,F,60 A MAS AÑOS,PERÚ,1
2023,10,21001,ÁNCASH,HUARI,HUARI,M,30-59 AÑOS,PERÚ,1
2020,11,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,30-59 AÑOS,PERÚ,5
2019,11,250302,UCAYALI,PADRE ABAD,IRAZOLA,M,30-59 AÑOS,PERÚ,1
2022,8,80907,CUSCO,LA CONVENCION,KIMBIRI,M,30-59 AÑOS,PERÚ,1
2022,2,10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,M,12-17 AÑOS,PERÚ,1
2020,5,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,F,12-17 AÑOS,PERÚ,2
2022,1,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,F,12-17 AÑOS,PERÚ,2
2021,1,180301,MOQUEGUA,ILO,ILO,F,12-17 AÑOS,PERÚ,2
2025,4,150123,LIMA METROPOLITANA,LIMA,PACHACAMAC,M,60 A MAS AÑOS,PERÚ,1
2019,8,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,F,30-59 AÑOS,PERÚ,2
2022,9,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,12-17 AÑOS,PERÚ,1
2019,2,80105,CUSCO,CUSCO,SAN SEBASTIAN,F,30-59 AÑOS,PERÚ,2
2020,11,110506,ICA,PISCO,SAN ANDRES,F,12-17 AÑOS,PERÚ,1
2025,3,60701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,F,12-17 AÑOS,PERÚ,3
2025,1,30207,APURIMAC,ANDAHUAYLAS,KISHUARA,F,12-17 AÑOS,PERÚ,1
2019,4,30201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,M,18-29 AÑOS,PERÚ,1
2020,4,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,,PERÚ,1
2023,7,110101,ICA,ICA,ICA,M,18-29 AÑOS,PERÚ,1
2025,4,160108,LORETO,MAYNAS,PUNCHANA,M,18-29 AÑOS,PERÚ,1
2022,6,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,M,18-29 AÑOS,PERÚ,1
2020,12,10119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,M,18-29 AÑOS,PERÚ,1
2019,8,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,F,,PERÚ,2
2025,4,211101,PUNO,SAN ROMAN,JULIACA,M,18-29 AÑOS,PERÚ,1
2021,6,61005,CAJAMARCA,SAN MARCOS,ICHOCAN,F,12-17 AÑOS,PERÚ,1
2025,7,51104,AYACUCHO,VILCAS HUAMAN,CONCEPCION,F,12-17 AÑOS,PERÚ,1
2023,7,150101,LIMA METROPOLITANA,LIMA,LIMA,F,60 A MAS AÑOS,PERÚ,2
2021,2,200109,PIURA,PIURA,LA ARENA,F,30-59 AÑOS,PERÚ,1
2020,1,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,30-59 AÑOS,VENEZUELA,1
2019,6,140118,LAMBAYEQUE,CHICLAYO,POMALCA,F,12-17 AÑOS,PERÚ,1
2021,2,120107,JUNÍN,HUANCAYO,CHILCA,M,18-29 AÑOS,PERÚ,2
2023,3,100102,HUÁNUCO,HUANUCO,AMARILIS,M,12-17 AÑOS,PERÚ,2
2019,7,80106,CUSCO,CUSCO,SANTIAGO,M,60 A MAS AÑOS,PERÚ,3
2025,3,30201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,M,18-29 AÑOS,PERÚ,1
2025,4,40102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,F,30-59 AÑOS,PERÚ,1
2024,2,110501,ICA,PISCO,PISCO,F,12-17 AÑOS,PERÚ,2
2020,11,210904,PUNO,MOHO,TILALI,M,12-17 AÑOS,PERÚ,1
2020,8,20101,ÁNCASH,HUARAZ,HUARAZ,M,12-17 AÑOS,PERÚ,1
2021,9,21809,ÁNCASH,SANTA,NUEVO CHIMBOTE,F,12-17 AÑOS,PERÚ,2
2024,4,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,M,60 A MAS AÑOS,PERÚ,1
2023,11,70101,CALLAO,CALLAO,CALLAO,F,30-59 AÑOS,PERÚ,1
2021,6,150101,LIMA METROPOLITANA,LIMA,LIMA,M,18-29 AÑOS,PERÚ,6
2024,9,30201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,F,60 A MAS AÑOS,PERÚ,1
2019,5,240201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,F,12-17 AÑOS,PERÚ,2
2022,5,81303,CUSCO,URUBAMBA,HUAYLLABAMBA,F,12-17 AÑOS,PERÚ,1
2019,10,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,F,18-29 AÑOS,VENEZUELA,2
2022,11,150105,LIMA METROPOLITANA,LIMA,BREÑA,F,30-59 AÑOS,PERÚ,2
2021,3,40112,AREQUIPA,AREQUIPA,PAUCARPATA,M,30-59 AÑOS,PERÚ,1
2024,3,110101,ICA,ICA,ICA,M,60 A MAS AÑOS,PERÚ,1
2023,10,22003,ÁNCASH,YUNGAY,MANCOS,F,12-17 AÑOS,PERÚ,1
2025,4,150102,LIMA METROPOLITANA,LIMA,ANCON,F,30-59 AÑOS,PERÚ,1
2022,9,80108,CUSCO,CUSCO,WANCHAQ,M,60 A MAS AÑOS,PERÚ,1
2020,9,211101,PUNO,SAN ROMAN,JULIACA,M,18-29 AÑOS,PERÚ,2
2025,3,150514,REGIÓN LIMA,CAÑETE,SAN LUIS,F,12-17 AÑOS,PERÚ,1
2022,5,120403,JUNÍN,JAUJA,APATA,F,6-11 AÑOS,PERÚ,1
2019,12,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,M,60 A MAS AÑOS,PERÚ,3
2021,11,150811,REGIÓN LIMA,HUAURA,SAYAN,F,12-17 AÑOS,PERÚ,1
2024,8,20111,ÁNCASH,HUARAZ,PIRA,F,12-17 AÑOS,PERÚ,1
2025,3,100111,HUÁNUCO,HUANUCO,PILLCO MARCA,F,12-17 AÑOS,PERÚ,3
2021,5,120607,JUNÍN,SATIPO,RIO NEGRO,M,30-59 AÑOS,PERÚ,1
2019,1,131201,LA LIBERTAD,VIRU,VIRU,F,12-17 AÑOS,PERÚ,2
2023,11,130604,LA LIBERTAD,OTUZCO,CHARAT,M,30-59 AÑOS,PERÚ,1
2023,10,80912,CUSCO,LA CONVENCION,KUMPIRUSHIATO,F,12-17 AÑOS,PERÚ,1
2023,9,110507,ICA,PISCO,SAN CLEMENTE,F,12-17 AÑOS,PERÚ,1
2021,11,220909,SAN MARTÍN,SAN MARTIN,LA BANDA DE SHILCAYO,M,30-59 AÑOS,PERÚ,1
2022,1,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,M,12-17 AÑOS,PERÚ,4
2021,6,150504,REGIÓN LIMA,CAÑETE,CERRO AZUL,F,12-17 AÑOS,PERÚ,1
2024,4,190113,PASCO,PASCO,YANACANCHA,M,12-17 AÑOS,PERÚ,1
2024,11,150810,REGIÓN LIMA,HUAURA,SANTA MARIA,F,18-29 AÑOS,PERÚ,1
2019,10,80108,CUSCO,CUSCO,WANCHAQ,F,30-59 AÑOS,PERÚ,1
2025,4,240101,TUMBES,TUMBES,TUMBES,F,12-17 AÑOS,PERÚ,2
2021,7,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,F,12-17 AÑOS,PERÚ,6
2021,4,80910,CUSCO,LA CONVENCION,PICHARI,M,30-59 AÑOS,PERÚ,1
2021,7,120303,JUNÍN,CHANCHAMAYO,PICHANAQUI,F,18-29 AÑOS,PERÚ,1
2022,3,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,F,60 A MAS AÑOS,PERÚ,1
2022,7,80908,CUSCO,LA CONVENCION,SANTA TERESA,F,12-17 AÑOS,PERÚ,1
2024,2,150601,REGIÓN LIMA,HUARAL,HUARAL,M,12-17 AÑOS,PERÚ,1
2022,7,150605,REGIÓN LIMA,HUARAL,CHANCAY,M,6-11 AÑOS,PERÚ,1
2023,8,200115,PIURA,PIURA,26 DE OCTUBRE,M,12-17 AÑOS,PERÚ,1
2021,5,150113,LIMA METROPOLITANA,LIMA,JESUS MARIA,M,60 A MAS AÑOS,PERÚ,1
2019,12,150102,LIMA METROPOLITANA,LIMA,ANCON,F,6-11 AÑOS,PERÚ,1
2021,2,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,F,30-59 AÑOS,PERÚ,1
2019,6,110108,ICA,ICA,SALAS,M,6-11 AÑOS,PERÚ,1
2019,5,50701,AYACUCHO,PARINACOCHAS,CORACORA,M,12-17 AÑOS,PERÚ,1
2019,5,100102,HUÁNUCO,HUANUCO,AMARILIS,M,12-17 AÑOS,PERÚ,2
2024,8,40128,AREQUIPA,AREQUIPA,YURA,M,18-29 AÑOS,PERÚ,1
2021,9,81208,CUSCO,QUISPICANCHI,LUCRE,F,6-11 AÑOS,PERÚ,1
2019,7,200101,PIURA,PIURA,PIURA,M,12-17 AÑOS,PERÚ,2
2023,9,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,F,12-17 AÑOS,PERÚ,1
2025,3,210101,PUNO,PUNO,PUNO,F,12-17 AÑOS,PERÚ,3
2021,6,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,18-29 AÑOS,PERÚ,2
2024,2,140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,F,60 A MAS AÑOS,PERÚ,1
2021,2,21801,ÁNCASH,SANTA,CHIMBOTE,F,12-17 AÑOS,PERÚ,1
2020,2,20105,ÁNCASH,HUARAZ,INDEPENDENCIA,M,18-29 AÑOS,PERÚ,1
2021,1,200410,PIURA,MORROPON,YAMANGO,M,30-59 AÑOS,PERÚ,1
2022,3,150501,REGIÓN LIMA,CAÑETE,SAN VICENTE DE CAÑETE,F,6-11 AÑOS,PERÚ,1
2023,3,160101,LORETO,MAYNAS,IQUITOS,M,6-11 AÑOS,PERÚ,1
2021,6,150103,LIMA METROPOLITANA,LIMA,ATE,M,30-59 AÑOS,PERÚ,3
2025,5,20105,ÁNCASH,HUARAZ,INDEPENDENCIA,F,18-29 AÑOS,PERÚ,1
2024,5,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,F,30-59 AÑOS,PERÚ,1
2020,12,220704,SAN MARTÍN,PICOTA,PILLUANA,F,12-17 AÑOS,PERÚ,1
2021,4,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,F,18-29 AÑOS,PERÚ,1
2025,4,120201,JUNÍN,CONCEPCION,CONCEPCION,M,30-59 AÑOS,PERÚ,1
2019,5,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,F,12-17 AÑOS,PERÚ,1
2023,3,150509,REGIÓN LIMA,CAÑETE,MALA,F,12-17 AÑOS,PERÚ,1
2023,11,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,F,18-29 AÑOS,PERÚ,5
2024,5,40102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,M,12-17 AÑOS,PERÚ,2
2025,4,70106,CALLAO,CALLAO,VENTANILLA,M,18-29 AÑOS,PERÚ,1
2021,10,40108,AREQUIPA,AREQUIPA,LA JOYA,F,12-17 AÑOS,PERÚ,1
2021,11,90701,HUANCAVELICA,TAYACAJA,PAMPAS,M,18-29 AÑOS,PERÚ,1
2019,1,150101,LIMA METROPOLITANA,LIMA,LIMA,F,60 A MAS AÑOS,PERÚ,2
2025,5,150136,LIMA METROPOLITANA,LIMA,SAN MIGUEL,F,18-29 AÑOS,PERÚ,1
2023,2,250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,M,12-17 AÑOS,PERÚ,1
2019,2,150141,LIMA METROPOLITANA,LIMA,SURQUILLO,M,60 A MAS AÑOS,PERÚ,2
2019,11,50101,AYACUCHO,HUAMANGA,AYACUCHO,F,18-29 AÑOS,PERÚ,2
2019,12,150101,LIMA METROPOLITANA,LIMA,LIMA,,18-29 AÑOS,PERÚ,1
2024,5,150123,LIMA METROPOLITANA,LIMA,PACHACAMAC,F,18-29 AÑOS,PERÚ,1
2019,7,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,M,6-11 AÑOS,PERÚ,1
2025,1,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,M,18-29 AÑOS,PERÚ,1
2020,7,150103,LIMA METROPOLITANA,LIMA,ATE,F,12-17 AÑOS,PERÚ,5
2024,9,80910,CUSCO,LA CONVENCION,PICHARI,M,30-59 AÑOS,PERÚ,2
2023,9,100111,HUÁNUCO,HUANUCO,PILLCO MARCA,F,18-29 AÑOS,PERÚ,1
2020,1,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,F,18-29 AÑOS,PERÚ,1
2020,9,70106,CALLAO,CALLAO,VENTANILLA,M,18-29 AÑOS,PERÚ,1
2024,7,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,M,12-17 AÑOS,PERÚ,1
2021,3,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,F,60 A MAS AÑOS,PERÚ,1
2024,5,61001,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,M,30-59 AÑOS,PERÚ,1
2022,3,120606,JUNÍN,SATIPO,PANGOA,F,30-59 AÑOS,PERÚ,1
2022,4,150113,LIMA METROPOLITANA,LIMA,JESUS MARIA,F,12-17 AÑOS,PERÚ,1
2022,3,211301,PUNO,YUNGUYO,YUNGUYO,F,18-29 AÑOS,PERÚ,1
2023,7,150806,REGIÓN LIMA,HUAURA,HUAURA,F,18-29 AÑOS,PERÚ,1
2023,4,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,M,18-29 AÑOS,VENEZUELA,1
2024,5,150114,LIMA METROPOLITANA,LIMA,LA MOLINA,M,18-29 AÑOS,PERÚ,1
2022,7,40112,AREQUIPA,AREQUIPA,PAUCARPATA,F,18-29 AÑOS,PERÚ,2
2019,8,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,M,18-29 AÑOS,PERÚ,2
2019,6,60508,CAJAMARCA,CONTUMAZA,YONAN,M,12-17 AÑOS,PERÚ,1
2021,8,150107,LIMA METROPOLITANA,LIMA,CHACLACAYO,M,30-59 AÑOS,PERÚ,1
2023,11,80604,CUSCO,CANCHIS,MARANGANI,F,12-17 AÑOS,PERÚ,1
2021,10,150136,LIMA METROPOLITANA,LIMA,SAN MIGUEL,F,12-17 AÑOS,PERÚ,1
2021,6,100101,HUÁNUCO,HUANUCO,HUANUCO,M,18-29 AÑOS,PERÚ,3
2019,2,40208,AREQUIPA,CAMANA,SAMUEL PASTOR,F,12-17 AÑOS,PERÚ,2
2025,7,211307,PUNO,YUNGUYO,UNICACHI,M,30-59 AÑOS,PERÚ,1
2024,6,40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,M,30-59 AÑOS,PERÚ,1
2021,3,211001,PUNO,SAN ANTONIO DE PUTINA,PUTINA,F,30-59 AÑOS,PERÚ,1
2023,9,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,M,18-29 AÑOS,VENEZUELA,2
2025,5,80101,CUSCO,CUSCO,CUSCO,M,18-29 AÑOS,PERÚ,4
2024,5,50408,AYACUCHO,HUANTA,LLOCHEGUA,M,18-29 AÑOS,PERÚ,1
2019,6,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,M,30-59 AÑOS,PERÚ,1
2021,8,60803,CAJAMARCA,JAEN,CHONTALI,M,30-59 AÑOS,PERÚ,1
2019,2,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,12-17 AÑOS,PERÚ,6
2019,5,220301,SAN MARTÍN,EL DORADO,SAN JOSE DE SISA,F,12-17 AÑOS,PERÚ,1
2019,6,150119,LIMA METROPOLITANA,LIMA,LURIN,F,18-29 AÑOS,PERÚ,1
2023,1,150103,LIMA METROPOLITANA,LIMA,ATE,M,60 A MAS AÑOS,PERÚ,1
2020,3,120114,JUNÍN,HUANCAYO,EL TAMBO,F,12-17 AÑOS,PERÚ,4
2020,12,30202,APURIMAC,ANDAHUAYLAS,ANDARAPA,F,12-17 AÑOS,PERÚ,1
2023,1,150103,LIMA METROPOLITANA,LIMA,ATE,M,18-29 AÑOS,PERÚ,5
2021,4,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,F,12-17 AÑOS,PERÚ,8
2021,12,81306,CUSCO,URUBAMBA,OLLANTAYTAMBO,F,18-29 AÑOS,PERÚ,1
2021,7,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,F,60 A MAS AÑOS,PERÚ,1
2025,7,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,M,60 A MAS AÑOS,PERÚ,1
2022,1,150714,REGIÓN LIMA,HUAROCHIRI,RICARDO PALMA,F,30-59 AÑOS,PERÚ,1
2022,10,150101,LIMA METROPOLITANA,LIMA,LIMA,F,12-17 AÑOS,VENEZUELA,1
2024,7,120302,JUNÍN,CHANCHAMAYO,PERENE,F,12-17 AÑOS,PERÚ,1
2024,6,60804,CAJAMARCA,JAEN,COLASAY,F,12-17 AÑOS,PERÚ,1
2022,6,130107,LA LIBERTAD,TRUJILLO,MOCHE,M,6-11 AÑOS,PERÚ,1
2020,10,150123,LIMA METROPOLITANA,LIMA,PACHACAMAC,F,12-17 AÑOS,PERÚ,5
2019,8,130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,M,18-29 AÑOS,PERÚ,1
2019,5,140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,F,12-17 AÑOS,PERÚ,2
2023,6,40104,AREQUIPA,AREQUIPA,CERRO COLORADO,F,12-17 AÑOS,PERÚ,1
2019,6,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,F,30-59 AÑOS,PERÚ,2
2019,11,80910,CUSCO,LA CONVENCION,PICHARI,F,12-17 AÑOS,PERÚ,2
2023,5,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,6-11 AÑOS,PERÚ,2
2020,7,220101,SAN MARTÍN,MOYOBAMBA,MOYOBAMBA,M,6-11 AÑOS,PERÚ,1
2023,5,120107,JUNÍN,HUANCAYO,CHILCA,M,30-59 AÑOS,PERÚ,3
2024,5,40110,AREQUIPA,AREQUIPA,MIRAFLORES,M,12-17 AÑOS,PERÚ,1
2019,11,80801,CUSCO,ESPINAR,ESPINAR,F,12-17 AÑOS,PERÚ,3
2023,8,60703,CAJAMARCA,HUALGAYOC,HUALGAYOC,F,12-17 AÑOS,PERÚ,2
2025,1,150119,LIMA METROPOLITANA,LIMA,LURIN,F,18-29 AÑOS,PERÚ,2
2019,9,220101,SAN MARTÍN,MOYOBAMBA,MOYOBAMBA,F,12-17 AÑOS,PERÚ,3
2020,8,120607,JUNÍN,SATIPO,RIO NEGRO,F,30-59 AÑOS,PERÚ,1
2023,5,220804,SAN MARTÍN,RIOJA,NUEVA CAJAMARCA,F,12-17 AÑOS,PERÚ,1
2022,11,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,F,12-17 AÑOS,PERÚ,4
